wavs_converted/nep_3997_0495659858|ब्रोड शिखर वा के तीन पाकिस्तान र चीनको सिमानामा अवस्थित विश्वको बाह्रौँ अग्लो हिमाल हो|3997
wavs_converted/nep_0546_4868265038|हामी सधैँ आदर्श किराना पसलमा सामान किन्ने गर्दछौँ|0546
wavs_converted/nep_2099_4941967874|उहाँकै प्रयासमा उत्तर कोरियाको फिल्म कम्पनीले उत्तर कोरियाको इतिहासबारे एकसय भागको धारावाहिक श्रृंखला बनाएको|2099
wavs_converted/nep_3614_9155100703|टाइप सेटिङ् प्रणाली|3614
wavs_converted/nep_0546_9183385297|किरण केसी सबैले चिनेका हास्यकलाकार हुनुहुन्छ|0546
wavs_converted/nep_0283_7088220977|कुमारी बैङ्क लिमिटेडले नायब प्रमुख कार्मचारी अधिकृतमा राजिव गिरीलाई नियुक्त गरेको छ|0283
wavs_converted/nep_0546_2800364285|उनकी आमा इलकी सबैभन्दा मनपर्ने श्रीमती भएको बताइएको छ|0546
wavs_converted/nep_3997_4658258657|सानिमा बैङ्क लिमिटेड एउटा वित्तीय संस्था हो जसले छोटो समयमा धेरै प्रगति गरेको छ|3997
wavs_converted/nep_3960_0989899860|अमेरिकी व्यावसायिक पोकर खेलाडी|3960
wavs_converted/nep_5687_2569395956|जापानिज किचन कुजुनामा जापानी परिकारहरू स्वाद लिन धेरै ठाउँ बाट मानिसहरू आउने गर्दछन्|5687
wavs_converted/nep_3614_1109867901|बुधवार सुरु हुने अधिक वर्ष|3614
wavs_converted/nep_2099_2480341314|मध्यकालीन यहुदीसमुदायमाथि धेरै आक्रमण भए|2099
wavs_converted/nep_2099_4519299999|मेरो पीडित भाषाहरू कुनै ठाउँमा खस्रो रुष्ट गाली सुनिनेछन् कुनै ठाउँमा विरोध कुनै ठाउँमा पलायन|2099
wavs_converted/nep_0546_0360261388|ट्र्याक र फिल्ड दौड खेलाडी|0546
wavs_converted/nep_6329_9037997460|टर्कीको इस्ताम्बुलमा रहेको पुल|6329
wavs_converted/nep_0546_3432370397|निर्धारण गर्ने जसले सम्पत्तिको गुणद्वारा सङ्ख्या परिमार्जन गर्छन्|0546
wavs_converted/nep_7957_0177954418|नैतिकतावादी र ब्यङ्यात्मक कवि|7957
wavs_converted/nep_6834_3935169881|गैया रेस्टुरेन्ट र कफी सपले त्यस क्षेत्रका प्रचलित कफहरूको स्वाद आफ्ना ग्राहकहरूलाई प्रदान गर्दछ|6834
wavs_converted/nep_6834_2837931470|निर्मला पालीको जन्म सुदूरपश्चिम नेपालको डोटी जिल्लामा भएको हो|6834
wavs_converted/nep_2099_4436163003|वस्‍तुहरूको खरिदका लागि कालिङ्पोङ आर्ट राम्रो छ|2099
wavs_converted/nep_6834_7680945837|यसको आधार सिङ्गापुर स्थित बेलायती नौसैनिक अड्डा र रोयल नेभी हो|6834
wavs_converted/nep_9407_1238310521|यो क्षेत्र अत्यन्त कमजोर भूबनोटअन्तर्गत पर्दछ|9407
wavs_converted/nep_3614_7386600388|सोही दिन आफ्ना नातागोतालाई घरमा डाक्ने र खुवाउने परम्परा रहेको छ|3614
wavs_converted/nep_5687_0348705099|नवनिर्मित विपी राजमार्गबाट जाने हो भने दुई किलोमिटरभन्दा कम यात्रामा नै यो जिल्ला पुग्न सकिन्छ|5687
wavs_converted/nep_3960_2696344235|अमेरिकी लेखक निर्देशक र निर्माता|3960
wavs_converted/nep_0546_6924932351|प्रवीण गुरुङले गाएको यो दाजुको मिरमिरे आँखा लगायतका गीतहरू निकै चर्चित छन्|0546
wavs_converted/nep_2099_5218658859|कालो चुलेत्रो पहाडी भूभागमा पाइने बुट्यान वर्गमा पर्ने वनस्पति हो|2099
wavs_converted/nep_6834_9351558392|बिबिसी विज्ञानकल्पना हास्य ब्यङ्य नाटक टेलिभिजन कार्यक्रम|6834
wavs_converted/nep_2099_5556441385|उच्च माध्यमिक तहसम्म अध्ययन गरेका अट्तीस वर्षीय किरण गुरुङ समाजसेवामा विशेष रुचि राख्‍नुहुन्छ|2099
wavs_converted/nep_3614_9790791156|बाह्र बजेको घाम छालाका लागि हानिकारक हुन्छ|3614
wavs_converted/nep_6834_7575295537|मउन्नाइस सय उनान्सत्तरीमा बेइजिङ गएका बोसले चिनियाँ कम्युनिष्ट पार्टीबाट नौ बुँदे सुझाव नक्सलवादी आन्दोलनको इतिहासमा उल्लेखनीय छ|6834
wavs_converted/nep_6329_3179418267|रुसको गणतन्त्र रुसको सङ्घीय विषय|6329
wavs_converted/nep_0546_4411250717|पूर्वी संयुक्त राज्यमा रहेको नदी|0546
wavs_converted/nep_2099_8053716497|जब अप्रिल उन्नाइस सय उनान्चालिसमा इटलीले अल्बानियामा विजय प्राप्त गर्‍यो यही आश्वस रोमानिया र ग्रीसको पनि प्रदान गरियो|2099
wavs_converted/nep_3614_3940089977|उनले निकै कम विदेश यात्रा गरे जति गरे ट्रेनमा|3614
wavs_converted/nep_0546_7014054383|इन्डोनेसियाको जाभामा रहेको राष्ट्रिय निकुञ्ज|0546
wavs_converted/nep_2099_4707771331|हजुरबुबा बाबुका साथ उनको तस्बिर अहिले जनतालाई वितरण गर्ने तयारी अवस्था राखिएको पनि बताइएको छ|2099
wavs_converted/nep_2099_7319541827|आयरल्यान्डको डब्लिन स्थित रोयल कलेज अफ सर्जनसबाट मान्यार्थ अध्येता प्राप्त गरे|2099
wavs_converted/nep_3960_3118224008|जर्मनीको राइनल्यान्डमा रहेको ठाउँ|3960
wavs_converted/nep_3960_9177554535|बजारमा उपलब्ध सूचना प्रविधि र आइटी हिमालय मिलेर सूचना प्रविधि क्षेत्रमा धेरै कार्यहरू भएका छन्|3960
wavs_converted/nep_7957_8568488459|जर्मनीको स्कोनबेकको जिल्लामा रहेको ठाँउ|7957
wavs_converted/nep_3960_9623100236|स्थानीय जनताले जिल्ला आयुर्वेद स्वास्थ्य केन्द्रबाट राम्रो सेवा पाइरहेका छन्|3960
wavs_converted/nep_0546_3857176321|पञ्चकन्या शब्दले विभिन्न अर्थ दिन सक्छ|0546
wavs_converted/nep_0546_3543318757|चन्द्रसिं साउदको जन्म सुदूरपश्चिम नेपालको डोटी जिल्लामा भएको हो|0546
wavs_converted/nep_3960_4996242384|महाभारत कालीन एउटा कथा अनुसार विराट नामका राजा विराटनगरमा राज्य गर्दथे र किच्चक नामको सेनापति थियो|3960
wavs_converted/nep_6587_1762361006|फ्यान्नीमायका उत्पादनहरू बजारमा सजिलै बिक्री वितरण भएका छन्|6587
wavs_converted/nep_2139_5037790790|जिल्ला आयुर्वेद स्वास्थ्यकेन्द्र भक्तपुरले अबदेखि सबै खाल्का सेवाहरू प्रदान गर्ने निर्णय गरेको छ|2139
wavs_converted/nep_0546_5625463325|झलकमान गन्धर्व नेपाली लोकगायक हुन्|0546
wavs_converted/nep_3960_8652745586|इन्डोनेसियाको द्विप र प्रान्त|3960
wavs_converted/nep_6329_5513379453|अमेरिकी अपराध नाटक टेलिभिजन श्रृंखला|6329
wavs_converted/nep_6587_7110106775|युनाइटेडहेल्थ ग्रुपले स्वास्थ सेवामा ठुलो योगदान दिएको छ|6587
wavs_converted/nep_2099_5760175818|पुस्तकका लेखक फुजीमोटोले आफ्नो पुस्तकमा किम बाबुका प्रिय भएको बताएका|2099
wavs_converted/nep_2099_2788612143|उन्नाइसौँ शताब्दीको उक्त महामारीको कारक रोगजनकको अध्ययन एक वैज्ञानिकहरूको टोलीले सुरु गरेको थियो|2099
wavs_converted/nep_9407_6625520421|कालीमाटी काठमाडौँ महानगरपालिकामा रहेको स्थान हो|9407
wavs_converted/nep_6587_8370936549|फिलिप्स छैँसट्ठी ले अन्य कम्पनीसँग गरेको सम्झौता तोड्न खोजेको आरोप लगाइएको छ|6587
wavs_converted/nep_6587_0149238036|लकहिडमार्टिन कर्परेसनको वार्षिक प्रतिवेदन र यसको वार्षिक सम्मेलन सँगै भयो|6587
wavs_converted/nep_7957_0250324643|उत्सव मौसम जुन तुरुन्तै लेन्ट अघि आउँछ|7957
wavs_converted/nep_6329_6982404324|स्पेनी चित्रकार र मुद्रण बनाउने व्यक्ति एक करोड चौरहत्तर लाख एकसट्ठी हजार आठ सय अट्ठाइस|6329
wavs_converted/nep_0546_4668652322|फिर्ता चलिरहेको पूर्व अमेरिकी फुटबल|0546
wavs_converted/nep_6834_9155833217|अबखाज मानिसहरूद्वारा ज्यादै बोलेको उत्तर पश्चिम कोकेसियान भाषा|6834
wavs_converted/nep_6329_4564414340|सानो र अपेक्षाकृत सुन्दर ताराको प्रकार|6329
wavs_converted/nep_0883_8460335842|एसियाकै ठूलो निजी पुस्तकालय केशर पुस्तकालय करिब छत्तीस हजार जति पुस्तकहरू राखिएका थिए|0883
wavs_converted/nep_0546_0744543522|क्याड नेपाल आजको दिनमा अन्य कम्पनीहरूभन्दा धेरै अगाडि छ|0546
wavs_converted/nep_6834_9113225488|पोलिस जर्मन फुटबल खेलाडी|6834
wavs_converted/nep_0546_3076577201|ती दुई नेताले कियभमा तयार पारिएको एक शान्ति प्रस्तावलाई मस्को लैजाँदैछन् तर त्यसको विवरणहरु भने सार्वजनिक गरिएको छैन|0546
wavs_converted/nep_0546_5230584092|रमेश बलायर सुदूरपश्चिमका लोकप्रिय गायक हुन्|0546
wavs_converted/nep_6834_3763135255|पुजा चन्द नेपाली चलचित्र क्षेत्रकी एक चर्चित अभिनेत्री हुन्|6834
wavs_converted/nep_6834_2903890055|कोलम्बियाली फुटबल प्रतियोगिता|6834
wavs_converted/nep_2139_3764639931|नेपालका क्षेत्रीय अस्पतालहरू देशका पाँचैवटा विकास क्षेत्रमा रहेका छन्|2139
wavs_converted/nep_3614_3309946726|कोसीटप्पु वन्यजन्तु आरक्षण चितवन राष्ट्रिय निकुञ्ज बीसहजारी ताल|3614
wavs_converted/nep_0546_5623578564|क्यानडाको ओन्टारियोको डरहम क्षेत्रमा भएको नगरपालिका|0546
wavs_converted/nep_0546_9732483157|हावा साँस भूमि चिप्लेकीराको विलुप्त प्रजाति|0546
wavs_converted/nep_6834_6392881485|यद्यपि चलचित्रका केन्द्रीय पात्र भने तीन जना नायकमध्ये रमित ढुंगाना एक हुन्|6834
wavs_converted/nep_0649_8842855723|वासिङ्टन डिसी संयुक्त राज्य अमेरिकाको राजधानी सहर हो|0649
wavs_converted/nep_6329_9453136258|फ्रान्सेली क्रमिक विवरण दिने व्यक्ति|6329
wavs_converted/nep_3960_3980936255|केही चालिस देखि पचास सशस्त्र चेचेन्सद्वारा तेइस अक्टोबर दुई हजार दुईमा खचाखच भरिएको डब्रोब्का थिएटरको जफती|3960
wavs_converted/nep_3960_2349381180|चिनियाँ टेबल टेनिस खेलाडी|3960
wavs_converted/nep_3614_4545767820|स्पेनी अतियथार्थवादी चित्रकार|3614
wavs_converted/nep_0546_8153093399|सापकोटाकी श्रीमती तारादेवी पनि माओवादीको क्षेत्रीय सदस्य हुन्|0546
wavs_converted/nep_0546_0973996646|मायादेवी गर्भिणी अवस्थामा माइत अर्थात् रामग्राम जान लाग्दा ईसापूर्व छ सय तेहिसमा लुम्बिनीमा सिद्धार्थ गौतमको जन्म भएको थियो|0546
wavs_converted/nep_3960_6414805530|हास्य ब्यङ्ग्य पक्राउ विकासको पहिलो प्रकरण|3960
wavs_converted/nep_2027_1968598216|घाम लागेपछि तिन दिनदेखि अवरुद्ध बेनी मुस्ताङ सडक सिधा यातायात सञ्चालनमा आएको छ|2027
